incident_id,host,component,pid,log_window,label
116175b9,scaqae12adm03,kernel,NA,"""Jul 29 12:17:31 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:31 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:31 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:33 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:33 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:33 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:33 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",0
177b055f,scaqae12adm03,kernel,NA,"""Jul 29 12:17:36 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:36 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:36 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:38 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:38 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:38 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:38 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",0
78549b54,scaqae12adm03,kernel,NA,"""Jul 29 12:17:41 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:41 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:41 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:43 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:43 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:43 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:43 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",0
9f5ac191,scaqae12adm03,kernel,NA,"""Jul 29 12:17:46 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:46 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 12:17:46 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""",0
f7aefff5,scaqae12adm03,root,NA,"""Jul 29 12:18:53 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmeth0 vif7.1 failed""
""Jul 29 12:18:53 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmbondeth0 vif7.0 failed""
""Jul 29 12:18:53 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif7.0 down failed""
""Jul 29 12:18:53 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif7.1 down failed""",-1
0fe19a64,scaqae12adm03,root,NA,"""Jul 29 12:19:18 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmeth0 vif8.1 failed""
""Jul 29 12:19:18 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmbondeth0 vif8.0 failed""
""Jul 29 12:19:18 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif8.1 down failed""
""Jul 29 12:19:18 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif8.0 down failed""",-1
a12c4cdb,scaqae12adm03,kernel,NA,"""Jul 29 12:27:15 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:1 failed with error:0, status -1""
""Jul 29 12:27:15 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:1 failed with error:0, status -1""",-1
9fa28444,scaqae12adm03,kernel,NA,"""Jul 29 12:27:44 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:2 failed with error:0, status -1""
""Jul 29 12:27:44 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:2 failed with error:0, status -1""",-1
8181361e,scaqae12adm03,kernel,NA,"""Jul 29 12:49:01 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:1 failed with error:0, status -1""
""Jul 29 12:49:01 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:1 failed with error:0, status -1""",-1
88b41d6c,scaqae12adm03,kernel,NA,"""Jul 29 12:49:09 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:2 failed with error:0, status -1""
""Jul 29 12:49:09 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: vhcr command:0x24 slave:2 failed with error:0, status -1""",-1
219a5349,scaqae12adm03,root,NA,"""Jul 29 12:59:06 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmbondeth0 vif9.0 failed""
""Jul 29 12:59:06 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmeth0 vif9.1 failed""
""Jul 29 12:59:06 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif9.0 down failed""
""Jul 29 12:59:06 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif9.1 down failed""",-1
a7ac9aea,scaqae12adm03,root,NA,"""Jul 29 12:59:14 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmeth0 vif10.1 failed""
""Jul 29 12:59:14 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmbondeth0 vif10.0 failed""
""Jul 29 12:59:15 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif10.1 down failed""
""Jul 29 12:59:15 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif10.0 down failed""",-1
594075f0,scaqae12adm03,kernel,NA,"""Jul 29 13:00:36 scaqae12adm03 kernel: vif vif-11-0 vif11.0: Guest Rx stalled""
""Jul 29 13:00:38 scaqae12adm03 kernel: vif vif-11-1 vif11.1: Guest Rx stalled""",1
1959f97e,scaqae12adm03,kernel,NA,"""Jul 29 13:00:43 scaqae12adm03 kernel: vif vif-12-0 vif12.0: Guest Rx stalled""",1
bca88058,scaqae12adm03,kernel,NA,"""Jul 29 13:00:46 scaqae12adm03 kernel: vif vif-12-1 vif12.1: Guest Rx stalled""",1
35810d9f,scaqae12adm03,root,NA,"""Jul 29 13:10:46 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmeth0 vif11.1 failed""
""Jul 29 13:10:46 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmbondeth0 vif11.0 failed""
""Jul 29 13:10:46 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif11.1 down failed""
""Jul 29 13:10:46 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif11.0 down failed""",-1
b9c7d31e,scaqae12adm03,root,NA,"""Jul 29 13:11:56 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmbondeth0 vif12.0 failed""
""Jul 29 13:11:56 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmeth0 vif12.1 failed""
""Jul 29 13:11:56 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif12.0 down failed""
""Jul 29 13:11:56 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif12.1 down failed""",-1
7a893c9e,scaqae12adm03,kernel,NA,"""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:41:58 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""",0
b3c8ee8a,scaqae12adm03,root,NA,"""Jul 29 13:42:02 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmbondeth0 vif13.0 failed""
""Jul 29 13:42:02 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif13.0 down failed""
""Jul 29 13:42:02 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmeth0 vif13.1 failed""",-1
0347d65e,scaqae12adm03,kernel,NA,"""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""",0
cb617677,scaqae12adm03,root,NA,"""Jul 29 13:42:02 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif13.1 down failed""",-1
11b9e2c8,scaqae12adm03,kernel,NA,"""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:02 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:03 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:03 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:03 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403fa)""
""Jul 29 13:42:03 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00065d403f9)""
""Jul 29 13:42:03 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:03 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403f9)""
""Jul 29 13:42:03 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""
""Jul 29 13:42:03 scaqae12adm03 kernel: mlx4_core 0000:3b:00.0: mlx4_ib: failed matching slave_id by gid (0x10e00066d403fa)""",0
2ddea035,scaqae12adm03,root,NA,"""Jul 29 13:42:04 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmeth0 vif14.1 failed""
""Jul 29 13:42:04 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: brctl delif vmbondeth0 vif14.0 failed""
""Jul 29 13:42:04 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif14.1 down failed""
""Jul 29 13:42:04 scaqae12adm03 root: /etc/xen/scripts/vif-bridge: ifconfig vif14.0 down failed""",-1
