hostname,viewname,rackname,deployment_type,hardware,session_window,label,component,message_count,messages,incident_id,message_structure
scaqah07adm04 | scaqae03adm06 | scaqai03adm06,mwhwa_daily5 | sadwe_daily8 | suragraw_daily,scaqah07adm0304 | scaqae03adm0506 | scaqai03adm0506,Upg-ELU-Full-OVM-IB-X7 | Upgrade-OVM-IB-PKEY-X7 | Image-OVM-IB-X8,X7-2 Quarter Rack HC 10TB | X8-2 Quarter Rack HC 14TB,2025-10-22 13:32:51 - 2025-10-22 13:32:53,OSS_MAIN_LINUX.X64_251022,systemd-udevd,52,"systemd-udevd: Failure opening block device /dev/loop0p1: No such file or directory
systemd-udevd: Failure opening block device /dev/loop0p2: No such file or directory
systemd-udevd: Failure opening block device /dev/loop0p3: No such file or directory
systemd-udevd: Failure opening block device /dev/loop0p1: No such file or directory
systemd-udevd: Failure opening block device /dev/loop0p1: No such file or directory
systemd-udevd: Failure opening block device /dev/loop0p1: No such file or directory",6566ef0ec6cd,systemd-udevd: failure opening block device /dev/loop<num>p<num>: no such file or directory
scaqah07adm04vm01 | scaqai03dv0501m | scaqai03dv0602m,mwhwa_daily5 | suragraw_daily,scaqah07adm0304 | scaqai03adm0506,Upg-ELU-Full-OVM-IB-X7 | Image-OVM-IB-X8,X7-2 Quarter Rack HC 10TB | X8-2 Quarter Rack HC 14TB,2025-10-22 15:19:40 - 2025-10-22 15:19:43,OSS_MAIN_LINUX.X64_251022,kernel,122,"kernel: sd 2:0:0:1: [sda] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 4:0:0:1: [sdc] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: device-mapper: multipath: Failing path 8:32.
kernel: sd 11:0:0:1: [sdj] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 9:0:0:1: [sdh] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 7:0:0:1: [sdf] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 13:0:0:1: [sdl] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 17:0:0:1: [sdp] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 15:0:0:1: [sdn] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 12:0:0:1: [sdk] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 16:0:0:1: [sdo] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 14:0:0:1: [sdm] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 6:0:0:1: [sde] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 10:0:0:1: [sdi] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 8:0:0:1: [sdg] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 3:0:0:1: [sdb] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: sd 5:0:0:1: [sdd] Synchronize Cache(10) failed: Result: hostbyte=DID_TRANSPORT_FAILFAST driverbyte=DRIVER_OK
kernel: device-mapper: multipath: Failing path 8:176.
kernel: device-mapper: multipath: Failing path 8:208.
kernel: device-mapper: multipath: Failing path 8:240.
kernel: device-mapper: multipath: Failing path 8:80.
kernel: device-mapper: multipath: Failing path 8:112.
kernel: device-mapper: multipath: Failing path 8:176.
kernel: device-mapper: multipath: Failing path 8:208.
kernel: device-mapper: multipath: Failing path 8:240.
kernel: device-mapper: multipath: Failing path 8:80.",ea110e40dae2,"kernel: sd <num>:<num>:<num>:<num>: [sda] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdc] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: device-mapper: multipath: failing path <num>:<num>.
kernel: sd <num>:<num>:<num>:<num>: [sdj] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdh] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdf] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdl] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdp] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdn] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdk] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdo] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdm] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sde] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdi] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdg] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdb] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok
kernel: sd <num>:<num>:<num>:<num>: [sdd] synchronize cache(<num>) failed: result: hostbyte=did_transport_failfast driverbyte=driver_ok"
scaqah07adm04vm01 | scaqae03adm06vm01 | scaqae12dv0301m | scaqae12dv0401m | scaqae12dv0402m,mwhwa_daily5 | sadwe_daily8 | suragraw_daily20,scaqah07adm0304 | scaqae03adm0506 | scaqae12adm0304,Upg-ELU-Full-OVM-IB-X7 | Upgrade-OVM-IB-PKEY-X7 | Upgrade-OVM-X7,X7-2 Quarter Rack HC 10TB | X7-2 Elastic Rack EF 6.4TB,2025-10-22 15:18:54 - 2025-10-22 15:19:06,OSS_MAIN_LINUX.X64_251022,iscsid,275,"iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)",154c1783fc29,"iscsid: connect to <ip>:<num> failed (connection refused)
iscsid: connect to <ip>:<num> failed (no route to host)"
scaqah07adm04vm01 | scaqae03adm06vm01 | scaqae12dv0401m,mwhwa_daily5 | sadwe_daily8 | suragraw_daily20,scaqah07adm0304 | scaqae03adm0506 | scaqae12adm0304,Upg-ELU-Full-OVM-IB-X7 | Upgrade-OVM-IB-PKEY-X7 | Upgrade-OVM-X7,X7-2 Quarter Rack HC 10TB | X7-2 Elastic Rack EF 6.4TB,2025-10-22 15:19:09 - 2025-10-22 15:19:12,OSS_MAIN_LINUX.X64_251022,iscsid,148,"iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.53:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.52:3260 failed (No route to host)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)
iscsid: connect to 192.170.116.54:3260 failed (Connection refused)
iscsid: connect to 192.170.116.55:3260 failed (Connection refused)",05945ffc2bc4,"iscsid: connect to <ip>:<num> failed (no route to host)
iscsid: connect to <ip>:<num> failed (connection refused)"
scaqah07adm04vm01,mwhwa_daily5,scaqah07adm0304,Upg-ELU-Full-OVM-IB-X7,X7-2 Quarter Rack HC 10TB,2025-10-22 15:17:15 - 2025-10-22 15:17:16,OSS_MAIN_LINUX.X64_251022,multipathd,8,"multipathd: sdi: mark as failed
multipathd: sde: mark as failed
multipathd: sdg: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sda: mark as failed
multipathd: sdc: mark as failed",d09626d0ea03,"multipathd: sdi: mark as failed
multipathd: sde: mark as failed
multipathd: sdg: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sda: mark as failed
multipathd: sdc: mark as failed"
scaqah07adm04vm01,mwhwa_daily5,scaqah07adm0304,Upg-ELU-Full-OVM-IB-X7,X7-2 Quarter Rack HC 10TB,2025-10-22 15:17:20 - 2025-10-22 15:17:23,OSS_MAIN_LINUX.X64_251022,multipathd,8,"multipathd: checker failed path 8:176 in map mpathd
multipathd: checker failed path 8:208 in map mpathd
multipathd: checker failed path 8:16 in map mpathb
multipathd: checker failed path 8:144 in map mpathd
multipathd: checker failed path 8:48 in map mpathb
multipathd: checker failed path 8:80 in map mpathd
multipathd: checker failed path 8:240 in map mpathd
multipathd: checker failed path 8:112 in map mpathd",280ab09f11d7,"multipathd: checker failed path <num>:<num> in map mpathd
multipathd: checker failed path <num>:<num> in map mpathb"
scaqah07adm04vm01 | scaqae03adm06vm01,mwhwa_daily5 | sadwe_daily8,scaqah07adm0304 | scaqae03adm0506,Upg-ELU-Full-OVM-IB-X7 | Upgrade-OVM-IB-PKEY-X7,X7-2 Quarter Rack HC 10TB,2025-10-22 15:19:40,OSS_MAIN_LINUX.X64_251022,multipathd,2,multipathd: sync_map_state: failing sdc state 2 dmstate 2,206fd42f7d19,multipathd: sync_map_state: failing sdc state <num> dmstate <num>
scaqah07adm04vm01 | scaqae03adm06vm01,mwhwa_daily5 | sadwe_daily8,scaqah07adm0304 | scaqae03adm0506,Upg-ELU-Full-OVM-IB-X7 | Upgrade-OVM-IB-PKEY-X7,X7-2 Quarter Rack HC 10TB,2025-10-22 15:19:43,OSS_MAIN_LINUX.X64_251022,multipathd,18,"multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdf state 2 dmstate 2
multipathd: sync_map_state: failing sdh state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdf state 2 dmstate 2",fe7fac808096,"multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdn state <num> dmstate <num>
multipathd: sync_map_state: failing sdp state <num> dmstate <num>
multipathd: sync_map_state: failing sdf state <num> dmstate <num>
multipathd: sync_map_state: failing sdh state <num> dmstate <num>"
scaqat10adm03vm01,mwhwa_daily50,,,,2025-10-22 12:17:53 - 2025-10-22 12:17:54,OSS_MAIN_LINUX.X64_251022,multipathd,16,"multipathd: sdh: mark as failed
multipathd: sdj: mark as failed
multipathd: sdf: mark as failed
multipathd: sdl: mark as failed
multipathd: sdn: mark as failed
multipathd: sdp: mark as failed
multipathd: sdi: mark as failed
multipathd: sde: mark as failed
multipathd: sdg: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed",bc909979349d,"multipathd: sdh: mark as failed
multipathd: sdj: mark as failed
multipathd: sdf: mark as failed
multipathd: sdl: mark as failed
multipathd: sdn: mark as failed
multipathd: sdp: mark as failed
multipathd: sdi: mark as failed
multipathd: sde: mark as failed
multipathd: sdg: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed"
scaqat10adm03vm01,mwhwa_daily50,,,,2025-10-22 13:24:37,OSS_MAIN_LINUX.X64_251022,multipathd,30,"multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdo state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdo state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdo state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdo state 2 dmstate 2
multipathd: sync_map_state: failing sdo state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2",65f39521ac6c,"multipathd: sync_map_state: failing sdi state <num> dmstate <num>
multipathd: sync_map_state: failing sdk state <num> dmstate <num>
multipathd: sync_map_state: failing sdp state <num> dmstate <num>
multipathd: sync_map_state: failing sdm state <num> dmstate <num>
multipathd: sync_map_state: failing sdo state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdj state <num> dmstate <num>
multipathd: sync_map_state: failing sds state <num> dmstate <num>
multipathd: sync_map_state: failing sdt state <num> dmstate <num>
multipathd: sync_map_state: failing sdr state <num> dmstate <num>"
scaqat10adm03vm02,mwhwa_daily50,,,,2025-10-22 12:17:52 - 2025-10-22 12:17:54,OSS_MAIN_LINUX.X64_251022,multipathd,16,"multipathd: sdj: mark as failed
multipathd: sdh: mark as failed
multipathd: sdf: mark as failed
multipathd: sdi: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdl: mark as failed
multipathd: sdn: mark as failed
multipathd: sdp: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed
multipathd: sde: mark as failed
multipathd: sdg: mark as failed",af8b5a5cecca,"multipathd: sdj: mark as failed
multipathd: sdh: mark as failed
multipathd: sdf: mark as failed
multipathd: sdi: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdl: mark as failed
multipathd: sdn: mark as failed
multipathd: sdp: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed
multipathd: sde: mark as failed
multipathd: sdg: mark as failed"
scaqat10adm03vm02 | scaqat10adm04vm01 | scaqan01dv0401,mwhwa_daily50 | sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-22 12:18:35 - 2025-10-22 12:18:37,OSS_MAIN_LINUX.X64_251022,multipathd,28,"multipathd: sync_map_state: failing sdg state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2",c141669072ed,"multipathd: sync_map_state: failing sdg state <num> dmstate <num>
multipathd: sync_map_state: failing sdj state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdp state <num> dmstate <num>
multipathd: sync_map_state: failing sdr state <num> dmstate <num>
multipathd: sync_map_state: failing sdt state <num> dmstate <num>"
scaqat10adm03vm02,mwhwa_daily50,,,,2025-10-22 13:24:37,OSS_MAIN_LINUX.X64_251022,multipathd,30,"multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2",236427343905,"multipathd: sync_map_state: failing sdm state <num> dmstate <num>
multipathd: sync_map_state: failing sdk state <num> dmstate <num>
multipathd: sync_map_state: failing sdp state <num> dmstate <num>
multipathd: sync_map_state: failing sdr state <num> dmstate <num>
multipathd: sync_map_state: failing sds state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdj state <num> dmstate <num>
multipathd: sync_map_state: failing sdi state <num> dmstate <num>
multipathd: sync_map_state: failing sdq state <num> dmstate <num>
multipathd: sync_map_state: failing sdt state <num> dmstate <num>"
scaqat10adm04vm01 | scaqat10adm04vm02 | scaqan01dv0401 | scaqan01dv0402,mwhwa_daily50 | sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-22 12:19:31 - 2025-10-22 12:19:32,OSS_MAIN_LINUX.X64_251022,systemd,48,"systemd: auditd.service: Failed with result 'exit-code'.
systemd: Failed to start Security Auditing Service.
systemd: auditd.service: Failed with result 'exit-code'.
systemd: Failed to start Security Auditing Service.
systemd: auditd.service: Failed with result 'exit-code'.
systemd: Failed to start Security Auditing Service.
systemd: auditd.service: Failed with result 'exit-code'.
systemd: Failed to start Security Auditing Service.
systemd: auditd.service: Failed with result 'exit-code'.
systemd: Failed to start Security Auditing Service.
systemd: auditd.service: Failed with result 'exit-code'.
systemd: Failed to start Security Auditing Service.",16b6a4060edd,"systemd: auditd.service: failed with result '<str>'.
systemd: failed to start security auditing service."
scaqat10adm04vm01 | scaqan01dv0402,mwhwa_daily50 | sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-22 12:17:54 - 2025-10-22 12:17:55,OSS_MAIN_LINUX.X64_251022,multipathd,16,"multipathd: sde: mark as failed
multipathd: sdi: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdg: mark as failed",e01580af41e1,"multipathd: sde: mark as failed
multipathd: sdi: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdg: mark as failed"
scaqat10adm04vm01,mwhwa_daily50,,,,2025-10-22 12:51:53,OSS_MAIN_LINUX.X64_251022,multipathd,1,multipathd: checker failed path 8:240 in map mpathg,2c963c6f30dd,multipathd: checker failed path <num>:<num> in map mpathg
scaqat10adm04vm01,mwhwa_daily50,,,,2025-10-22 12:52:16 - 2025-10-22 12:52:17,OSS_MAIN_LINUX.X64_251022,multipathd,30,"multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2",2832ea9708af,"multipathd: sync_map_state: failing sdi state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdm state <num> dmstate <num>
multipathd: sync_map_state: failing sdn state <num> dmstate <num>
multipathd: sync_map_state: failing sdp state <num> dmstate <num>
multipathd: sync_map_state: failing sdj state <num> dmstate <num>
multipathd: sync_map_state: failing sdk state <num> dmstate <num>
multipathd: sync_map_state: failing sdr state <num> dmstate <num>
multipathd: sync_map_state: failing sdt state <num> dmstate <num>
multipathd: sync_map_state: failing sds state <num> dmstate <num>"
